Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,1,*0000000000000100,2018-03-26T21:31:25.000Z,486.40,*0000000000000100,481.80,46.85832,-124.96146,5.3768,*0000000000000100,5.3750,*0000000000000100,3.3229,*0000000010000100,3.3232,*0000000010000100,34.0991,34.1040,0.75,*0000000010000100,7.05,-0.03,*0000000010000100,0.0962,97.62,*0000000000000100,-9999999,-9999999,0.766,*0000000000000100,*0000000000001000,0.017,-9999999,-9999999,*0000000010000001,*0000000000001000,3.052,79.841,39.281,0.011,0.012,*0000000000000101,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2323.46,*0000000000000101,*0000000000000100,1126.3,-9999999,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2335.79,-9999999,-9999999,7.608,58.25,2218.96,46.25,0.975,0.632
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,1,*0000000000000100,2018-03-26T21:31:25.000Z,486.40,*0000000000000100,481.80,46.85832,-124.96146,5.3768,*0000000000000100,5.3750,*0000000000000100,3.3229,*0000000000000100,3.3232,*0000000000000100,34.0991,34.1040,0.75,*0000000010000100,7.05,-0.03,*0000000010000100,0.0962,97.62,*0000000000000100,-9999999,-9999999,0.773,*0000000000000100,*0000000000001000,0.017,-9999999,-9999999,*0000000010000001,*0000000000001000,3.020,80.339,39.101,-0.006,0.003,*0000000000000101,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,4,*0000000000000100,2018-03-26T21:42:36.000Z,8.15,*0000000000000100,8.08,46.85832,-124.96146,9.4879,*0000000000000100,9.4872,*0000000000000100,3.3167,*0000000010000100,3.3168,*0000000010000100,30.4378,30.4387,6.56,*0000000010000100,6.58,1.91,*0000000010000100,0.4577,89.19,*0000000000000100,-9999999,-9999999,6.697,*0000000000000100,*0000000000001000,1.991,-9999999,-9999999,*0000000010000001,*0000000000001000,0.368,5.647,0.466,0.031,0.120,*0000000000000101,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,1958.1,*0000000000000101,*0000000000000100,310.45,-9999999,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2136.49,-9999999,-9999999,8.122,14.23,1815.49,128.37,3.071,1.993
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,4,*0000000000000100,2018-03-26T21:42:36.000Z,8.15,*0000000000000100,8.08,46.85832,-124.96146,9.4879,*0000000000000100,9.4872,*0000000000000100,3.3167,*0000000000000100,3.3168,*0000000000000100,30.4378,30.4387,6.56,*0000000010000100,6.58,1.91,*0000000010000100,0.4577,89.19,*0000000000000100,-9999999,-9999999,6.690,*0000000000000100,*0000000000001000,1.981,-9999999,-9999999,*0000000010000001,*0000000000001000,0.398,7.050,0.467,0.020,0.127,*0000000000000101,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,7,*0000000000000100,2018-03-26T21:43:24.000Z,4.21,*0000000000000100,4.18,46.85832,-124.96146,9.4898,*0000000000000100,9.4890,*0000000000000100,3.3154,*0000000010000100,3.3159,*0000000010000100,30.4242,30.4297,6.62,*0000000010000100,6.58,1.87,*0000000010000100,0.4629,89.07,*0000000000000100,-9999999,-9999999,6.874,*0000000000000100,*0000000000001000,2.218,-9999999,-9999999,*0000000010000001,*0000000000001000,0.285,5.793,-0.004,0.009,0.009,*0000000000000101,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,1935.53,*0000000000000101,*0000000000000100,278.99,-9999999,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2130.09,-9999999,-9999999,8.161,12.78,1784.63,138.12,3.306,2.145
SKQ201808S,CE09,"CE09OSSM-00006 and CE09OSSM-00007, and CE09OSPM-00008 and CE09OSPM-00009",46.85833,-124.96150,2018-03-26T21:15:46.000Z,1,*0000000000000100,491,SKQ201808S_ctd001,*0000000000000100,7,*0000000000000100,2018-03-26T21:43:24.000Z,4.21,*0000000000000100,4.18,46.85832,-124.96146,9.4898,*0000000000000100,9.4890,*0000000000000100,3.3154,*0000000000000100,3.3159,*0000000000000100,30.4242,30.4297,6.62,*0000000010000100,6.58,1.87,*0000000010000100,0.4629,89.07,*0000000000000100,-9999999,-9999999,6.856,*0000000000000100,*0000000000001000,2.501,-9999999,-9999999,*0000000010000001,*0000000000001000,0.256,5.475,-0.027,0.022,0.000,*0000000000000101,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201808S,CE06,CE06ISSM-00007 and CE06ISSM-00008,47.13517,-124.27083,2018-03-28T16:33:24.000Z,2,*0000000000000100,31,SKQ201808S_ctd002,*0000000000000100,1,*0000000000000100,2018-03-28T16:38:40.000Z,24.80,*0000000000000100,24.59,47.13510,-124.27076,9.6849,*0000000000000100,9.7202,*0000000000000100,3.4541,*0000000010000100,3.4757,*0000000010000100,31.6574,31.8457,5.03,*0000000010000100,6.50,1.14,*0000000010000100,1.9216,61.85,*0000000000000100,-9999999,-9999999,5.296,*0000000000000100,*0000000000001000,1.723,-9999999,-9999999,*0000000010000001,*0000000000001000,0.866,17.059,3.932,0.352,0.853,*0000000000000101,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2035.95,*0000000000000101,*0000000000000100,428.6,-9999999,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2179.17,-9999999,-9999999,8.001,19.28,1909.16,107.52,2.526,1.641
SKQ201808S,CE06,CE06ISSM-00007 and CE06ISSM-00008,47.13517,-124.27083,2018-03-28T16:33:24.000Z,2,*0000000000000100,31,SKQ201808S_ctd002,*0000000000000100,1,*0000000000000100,2018-03-28T16:38:40.000Z,24.80,*0000000000000100,24.59,47.13510,-124.27076,9.6849,*0000000000000100,9.7202,*0000000000000100,3.4541,*0000000000000100,3.4757,*0000000000000100,31.6574,31.8457,5.03,*0000000010000100,6.50,1.14,*0000000010000100,1.9216,61.85,*0000000000000100,-9999999,-9999999,5.294,*0000000000000100,*0000000000001000,1.765,-9999999,-9999999,*0000000010000001,*0000000000001000,0.830,12.986,4.009,0.372,0.692,*0000000000000101,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201808S,CE06,CE06ISSM-00007 and CE06ISSM-00008,47.13517,-124.27083,2018-03-28T16:33:24.000Z,2,*0000000000000100,31,SKQ201808S_ctd002,*0000000000000100,4,*0000000000000100,2018-03-28T16:41:12.000Z,8.13,*0000000000000100,8.06,47.13510,-124.27075,9.1006,*0000000000000100,9.1038,*0000000000000100,2.9254,*0000000010000100,2.9280,*0000000010000100,26.7819,26.8057,6.84,*0000000010000100,6.79,3.37,*0000000010000100,0.9437,78.99,*0000000000000100,-9999999,-9999999,7.056,*0000000000000100,*0000000000001000,3.009,-9999999,-9999999,*0000000010000001,*0000000000001000,0.188,15.806,-0.070,0.086,0.064,*0000000000000101,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,1802.23,*0000000000000101,*0000000000000100,228.72,-9999999,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,1989.6,-9999999,-9999999,8.22,10.84,1657.98,133.41,3.299,2.139
SKQ201808S,CE06,CE06ISSM-00007 and CE06ISSM-00008,47.13517,-124.27083,2018-03-28T16:33:24.000Z,2,*0000000000000100,31,SKQ201808S_ctd002,*0000000000000100,4,*0000000000000100,2018-03-28T16:41:12.000Z,8.13,*0000000000000100,8.06,47.13510,-124.27075,9.1006,*0000000000000100,9.1038,*0000000000000100,2.9254,*0000000000000100,2.9280,*0000000000000100,26.7819,26.8057,6.84,*0000000010000100,6.79,3.37,*0000000010000100,0.9437,78.99,*0000000000000100,-9999999,-9999999,7.054,*0000000000000100,*0000000000001000,2.883,-9999999,-9999999,*0000000010000001,*0000000000001000,0.184,17.374,-0.033,0.038,0.063,*0000000000000101,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
