Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,1,*0000000000000100,2022-03-22T03:27:55.000Z,75.81,*0000000000000100,75.18,44.64416,-124.29110,8.5045,*0000000000000100,8.5099,*0000000000000100,3.5417,*0000000010000100,3.5411,*0000000010000100,33.6236,33.6121,2.2901,*0000000010000100,6.5843,0.2147,*0000000010000100,0.4925,88.41,*0000000000000100,7.559,*0000000010000100,2.505,*0000000000000100,*0000000000001000,0.4981,1.1768,1.2650,*0000000000000100,*0000000000001000,2.2997,43.4610,27.3186,0.1805,0.1145,*0000000000000100,*0000000000001000,33.6002,*0000000000000010,*0000000000000100,-9999999,-9999999,-9999999,2197.39,*0000000000000101,*0000000000000100,951.19,22.4,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2239.52,-9999999,-9999999,7.687,44.25,2096.38,56.77,1.303,0.845
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,1,*0000000000000100,2022-03-22T03:27:55.000Z,75.81,*0000000000000100,75.18,44.64416,-124.29110,8.5045,*0000000000000100,8.5099,*0000000000000100,3.5417,*0000000000000100,3.5411,*0000000000000100,33.6236,33.6121,2.2901,*0000000010000100,6.5843,0.2147,*0000000010000100,0.4925,88.41,*0000000000000100,7.559,*0000000000000100,2.459,*0000000000000100,*0000000000001000,0.4273,1.1251,1.2452,*0000000000000100,*0000000000001000,2.2555,42.8454,26.9099,0.1834,0.0632,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,3,*0000000000000100,2022-03-22T03:31:27.000Z,8.23,*0000000000000100,8.16,44.64418,-124.29108,9.5574,*0000000000000100,9.5567,*0000000000000100,3.4519,*0000000010000100,3.4514,*0000000010000100,31.7548,31.7504,6.3220,*0000000010000100,6.5104,1.3593,*0000000010000100,0.2303,94.41,*0000000000000100,8.033,*0000000010000100,6.929,*0000000000000100,*0000000000001000,1.2312,0.3472,1.6950,*0000000000000100,*0000000000001000,0.5758,5.4133,2.7497,0.2302,0.0243,*0000000000000100,*0000000000001000,31.7583,*0000000000000010,*0000000000000100,-9999999,-9999999,-9999999,1972.61,*0000000000000101,*0000000000000100,339.94,22.4,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2143.83,-9999999,-9999999,8.085,15.43,1834.02,123.17,2.912,1.890
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,3,*0000000000000100,2022-03-22T03:31:27.000Z,8.23,*0000000000000100,8.16,44.64418,-124.29108,9.5574,*0000000000000100,9.5567,*0000000000000100,3.4519,*0000000000000100,3.4514,*0000000000000100,31.7548,31.7504,6.3220,*0000000010000100,6.5104,1.3593,*0000000010000100,0.2303,94.41,*0000000000000100,8.033,*0000000000000100,6.948,*0000000000000100,*0000000000001000,1.3041,0.2650,1.7405,*0000000000000100,*0000000000001000,0.5998,5.8131,2.6407,0.2206,0.0101,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,5,*0000000000000100,2022-03-22T03:33:11.000Z,3.29,*0000000000000100,3.26,44.64408,-124.29118,9.5577,*0000000000000100,9.5568,*0000000000000100,3.4516,*0000000010000100,3.4511,*0000000010000100,31.7541,31.7495,6.3379,*0000000010000100,6.5104,1.3559,*0000000010000100,0.2277,94.47,*0000000000000100,8.035,*0000000010000100,6.927,*0000000000000100,*0000000000001000,1.3229,0.3409,1.7084,*0000000000000100,*0000000000001000,0.6036,5.4038,2.7031,0.2110,0.0335,*0000000000000100,*0000000000001000,31.7597,*0000000000000010,*0000000000000100,-9999999,-9999999,-9999999,1978.05,*0000000000000101,*0000000000000100,326.05,22.2,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2157.54,-9999999,-9999999,8.103,14.80,1834.72,128.53,3.040,1.973
SKQ202205S,CE02,"CE05MOAS-GL383-00013, and CE05MOAS-GL320-00009",44.64483,-124.29050,2022-03-22T03:19:32.000Z,1,*0000000000000100,79,SKQ202205S_001.hex,*0000000000000100,5,*0000000000000100,2022-03-22T03:33:11.000Z,3.29,*0000000000000100,3.26,44.64408,-124.29118,9.5577,*0000000000000100,9.5568,*0000000000000100,3.4516,*0000000000000100,3.4511,*0000000000000100,31.7541,31.7495,6.3379,*0000000010000100,6.5104,1.3559,*0000000010000100,0.2277,94.47,*0000000000000100,8.035,*0000000000000100,6.936,*0000000000000100,*0000000000001000,1.3021,0.3803,1.6896,*0000000000000100,*0000000000001000,0.5835,5.3990,2.7083,0.2014,0.0318,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ202205S,CE07,"CE07SHSM-00013, CE05MOAS-GL386-00015, and CE05MOAS-GL312-00012",46.98450,-124.56717,2022-03-24T16:14:20.000Z,2,*0000000000000100,89,SKQ202205S_002.hex,*0000000000000100,1,*0000000000000100,2022-03-24T16:22:50.000Z,83.96,*0000000000000100,83.24,46.98436,-124.56715,8.3480,*0000000000000100,8.3471,*0000000000000100,3.5122,*0000000010000100,3.5117,*0000000010000100,33.4574,33.4526,2.5327,*0000000010000100,6.6145,0.1901,*0000000010000100,1.0656,76.61,*0000000000000100,7.596,*0000000010000100,2.753,*0000000000000100,*0000000000001000,0.2711,0.7209,1.2435,*0000000000000100,*0000000000001000,2.2029,41.7915,25.3106,0.1542,0.0929,*0000000000000100,*0000000000001000,33.4135,*0000000000000010,*0000000000000100,-9999999,-9999999,-9999999,2199.82,*0000000000000101,*0000000000000100,903.60,22.2,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2247.41,-9999999,-9999999,7.709,42.30,2098.32,59.20,1.359,0.881
SKQ202205S,CE07,"CE07SHSM-00013, CE05MOAS-GL386-00015, and CE05MOAS-GL312-00012",46.98450,-124.56717,2022-03-24T16:14:20.000Z,2,*0000000000000100,89,SKQ202205S_002.hex,*0000000000000100,1,*0000000000000100,2022-03-24T16:22:50.000Z,83.96,*0000000000000100,83.24,46.98436,-124.56715,8.3480,*0000000000000100,8.3471,*0000000000000100,3.5122,*0000000000000100,3.5117,*0000000000000100,33.4574,33.4526,2.5327,*0000000010000100,6.6145,0.1901,*0000000010000100,1.0656,76.61,*0000000000000100,7.596,*0000000000000100,2.791,*0000000000000100,*0000000000001000,0.2627,0.7552,1.2300,*0000000000000100,*0000000000001000,2.2149,42.5918,25.6954,0.1634,0.1291,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ202205S,CE07,"CE07SHSM-00013, CE05MOAS-GL386-00015, and CE05MOAS-GL312-00012",46.98450,-124.56717,2022-03-24T16:14:20.000Z,2,*0000000000000100,89,SKQ202205S_002.hex,*0000000000000100,3,*0000000000000100,2022-03-24T16:27:06.000Z,8.40,*0000000000000100,8.33,46.98416,-124.56716,8.8998,*0000000000000100,8.9057,*0000000000000100,3.3843,*0000000010000100,3.3884,*0000000010000100,31.6432,31.6804,6.3532,*0000000010000100,6.6107,1.4991,*0000000010000100,0.2740,93.38,*0000000000000100,8.030,*0000000010000100,6.924,*0000000000000100,*0000000000001000,1.1521,0.2927,1.7105,*0000000000000100,*0000000000001000,0.6753,7.4064,4.0632,0.2040,0.0772,*0000000000000100,*0000000000001000,31.6130,*0000000000000010,*0000000000000100,-9999999,-9999999,-9999999,1983.51,*0000000000000101,*0000000000000100,354.12,22.4,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2143.54,-9999999,-9999999,8.069,16.45,1850.66,116.40,2.754,1.785
SKQ202205S,CE07,"CE07SHSM-00013, CE05MOAS-GL386-00015, and CE05MOAS-GL312-00012",46.98450,-124.56717,2022-03-24T16:14:20.000Z,2,*0000000000000100,89,SKQ202205S_002.hex,*0000000000000100,3,*0000000000000100,2022-03-24T16:27:06.000Z,8.40,*0000000000000100,8.33,46.98416,-124.56716,8.8998,*0000000000000100,8.9057,*0000000000000100,3.3843,*0000000000000100,3.3884,*0000000000000100,31.6432,31.6804,6.3532,*0000000010000100,6.6107,1.4991,*0000000010000100,0.2740,93.38,*0000000000000100,8.030,*0000000000000100,6.928,*0000000000000100,*0000000000001000,0.9605,0.3952,1.6312,*0000000000000100,*0000000000001000,0.5830,5.7843,3.2814,0.1819,0.2145,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
