Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,1,*0000000000000100,2017-04-10T16:51:03.000Z,80.71,*0000000000000100,80.03,46.98052,-124.56199,9.8799,*0000000000000100,9.8809,*0000000000000100,3.5703,*0000000010000100,3.5704,*0000000010000100,32.6409,32.6405,5.65,*0000000010000100,6.43,0.26,*0000000010000100,0.7854,82.17,*0000000000000100,-9999999,-9999999,6.205,*0000000000000100,*0000000000000100,0.463,0.420,1.475,*0000000000000100,*0000000000001000,1.0238,9.1808,5.9405,0.2190,0.8159,*0000000000000100,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2053.33,*0000000000000101,*0000000000000100,326.45,21.2,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2251,-9999999,-9999999,8.114,14.58,1897.24,141.51,3.274,2.128
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,1,*0000000000000100,2017-04-10T16:51:03.000Z,80.71,*0000000000000100,80.03,46.98052,-124.56199,9.8799,*0000000000000100,9.8809,*0000000000000100,3.5703,*0000000000000100,3.5704,*0000000000000100,32.6409,32.6405,5.65,*0000000000000100,6.43,0.26,*0000000010000100,0.7854,82.17,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.385,0.487,1.401,*0000000000000100,*0000000000001000,0.9692,8.5903,5.3740,0.1994,0.7542,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,2,*0000000000000100,2017-04-10T16:51:14.000Z,79.91,*0000000000000100,79.23,46.98052,-124.56200,9.8807,*0000000000000100,9.8817,*0000000000000100,3.5701,*0000000000000100,3.5702,*0000000000000100,32.6386,32.6381,5.64,*0000000010000100,6.43,0.28,*0000000000000100,0.7811,82.26,*0000000000000100,-9999999,-9999999,6.128,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,13,*0000000000000100,2017-04-10T16:57:09.000Z,8.62,*0000000000000100,8.55,46.98054,-124.56208,9.9470,*0000000000000100,9.9457,*0000000000000100,3.5021,*0000000010000100,3.5016,*0000000010000100,31.9202,31.9162,6.07,*0000000010000100,6.45,1.03,*0000000010000100,0.2707,93.46,*0000000000000100,-9999999,-9999999,6.565,*0000000000000100,*0000000000000100,1.193,0.227,1.762,*0000000000000100,*0000000000001000,0.7491,8.9569,3.8831,0.1624,0.5415,*0000000000000100,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2017.73,*0000000000000101,*0000000000000100,304.15,21.0,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2220.63,-9999999,-9999999,8.14,13.61,1859.49,144.63,3.413,2.217
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,13,*0000000000000100,2017-04-10T16:57:09.000Z,8.62,*0000000000000100,8.55,46.98054,-124.56208,9.9470,*0000000000000100,9.9457,*0000000000000100,3.5021,*0000000000000100,3.5016,*0000000000000100,31.9202,31.9162,6.07,*0000000000000100,6.45,1.03,*0000000010000100,0.2707,93.46,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.305,0.253,1.760,*0000000000000100,*0000000000001000,0.7362,8.7584,3.8852,0.1549,0.5265,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,14,*0000000000000100,2017-04-10T16:57:17.000Z,8.58,*0000000000000100,8.51,46.98054,-124.56208,9.9497,*0000000000000100,9.9438,*0000000000000100,3.5028,*0000000000000100,3.5014,*0000000000000100,31.9253,31.9157,6.07,*0000000010000100,6.45,1.01,*0000000000000100,0.2679,93.52,*0000000000000100,-9999999,-9999999,6.533,*0000000000000100,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,19,*0000000000000100,2017-04-10T16:59:19.000Z,3.86,*0000000000000100,3.83,46.98054,-124.56208,9.9299,*0000000000000100,9.9309,*0000000000000100,3.4981,*0000000010000100,3.4982,*0000000010000100,31.8971,31.8970,6.07,*0000000010000100,6.45,1.02,*0000000010000100,0.2732,93.40,*0000000000000100,-9999999,-9999999,6.551,*0000000000000100,*0000000000000100,0.968,0.247,1.722,*0000000000000100,*0000000000001000,0.5747,6.2104,2.8056,0.1172,0.5583,*0000000000000100,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2015.39,*0000000000000101,*0000000000000100,292.07,21.0,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2225.62,-9999999,-9999999,8.156,13.08,1852.97,149.35,3.529,2.292
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,19,*0000000000000100,2017-04-10T16:59:19.000Z,3.86,*0000000000000100,3.83,46.98054,-124.56208,9.9299,*0000000000000100,9.9309,*0000000000000100,3.4981,*0000000000000100,3.4982,*0000000000000100,31.8971,31.8970,6.07,*0000000000000100,6.45,1.02,*0000000010000100,0.2732,93.40,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.178,0.291,1.728,*0000000000000100,*0000000000001000,0.7262,8.7528,3.9181,0.1641,0.5589,*0000000000000100,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE07,CE07SHSM-00004 and CE05MOAS-GL320-00003,46.98067,-124.56250,2017-04-10T16:43:48.000Z,1,*0000000000000100,88,SKQ201704S_ctd001,*0000000000000100,20,*0000000000000100,2017-04-10T16:59:27.000Z,2.92,*0000000000000100,2.90,46.98055,-124.56211,9.9312,*0000000000000100,9.9325,*0000000000000100,3.4983,*0000000000000100,3.4985,*0000000000000100,31.8984,31.8990,6.07,*0000000010000100,6.45,0.98,*0000000000000100,0.2770,93.31,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
SKQ201704S,CE09,CE09OSSM-00005 and CE09OSSM-00004,46.84717,-124.97583,2017-04-12T01:51:52.000Z,3,*0000000000000100,554,SKQ201704S_ctd003,*0000000000000100,1,*0000000000000100,2017-04-12T02:08:53.000Z,550.00,*0000000000000100,544.72,46.84740,-124.97702,5.1818,*0000000000000100,5.1821,*0000000000000100,3.3092,*0000000010000100,3.3093,*0000000010000100,34.1080,34.1088,0.63,*0000000010000100,7.08,0.01,*0000000010000100,0.0779,98.07,*0000000000000100,-9999999,-9999999,0.736,*0000000000000100,*0000000000000100,0.001,0.060,1.021,*0000000000000100,*0000000000001000,2.9191,76.3947,36.5777,-0.0016,0.1687,*0000000000000100,*0000000000001000,-9999999,*0000000000000011,*0000000000000100,-9999999,-9999999,-9999999,2341.78,*0000000000000101,*0000000000000100,951.28,21.0,*0000000000000101,*0000000000000100,-9999999,-9999999,-9999999,-9999999,2375.88,-9999999,-9999999,7.681,49.53,2237.19,55.06,1.146,0.742
